"Condition","trial","time","person","RT"
"3",1,"1","29",295.864149106514
"3",2,"1","29",248.976807354462
"3",3,"1","29",194.769714106468
"3",4,"1","29",346.669476279483
"3",5,"1","29",370.138814078185
"3",6,"1","29",257.773847675121
"3",7,"1","29",266.754590367205
"3",8,"1","29",197.870940051682
"3",9,"1","29",215.275139990315
"3",10,"1","29",195.202883595476
"3",11,"1","29",302.848315412867
"3",12,"1","29",220.572883295
"3",13,"1","29",362.847926838961
"3",14,"1","29",205.674690539937
"3",15,"1","29",252.779567242261
"3",16,"1","29",181.437182190273
"3",17,"1","29",217.387061203858
"3",18,"1","29",227.97841190016
"3",19,"1","29",401.854338112641
"3",20,"1","29",354.841919246003
"3",21,"1","29",301.263935088828
"3",22,"1","29",222.676181650777
"3",23,"1","29",393.222761469293
"3",24,"1","29",220.142247099914
"3",25,"1","29",197.080154388461
"3",1,"2","29",279.863830847447
"3",2,"2","29",347.535632241607
"3",3,"2","29",224.089765367309
"3",4,"2","29",320.506686753305
"3",5,"2","29",205.14526954288
"3",6,"2","29",250.49468774373
"3",7,"2","29",337.664208363066
"3",8,"2","29",437.887623316398
"3",9,"2","29",307.484844996759
"3",10,"2","29",263.93889936294
"3",11,"2","29",374.555196757541
"3",12,"2","29",281.579737757356
"3",13,"2","29",379.128138942092
"3",14,"2","29",361.897820678006
"3",15,"2","29",324.942247532254
"3",16,"2","29",289.440569456994
"3",17,"2","29",389.095573151177
"3",18,"2","29",361.681720011474
"3",19,"2","29",279.336440442443
"3",20,"2","29",327.791517099692
"3",21,"2","29",285.44774919137
"3",22,"2","29",455.779424464316
"3",23,"2","29",401.625671519248
"3",24,"2","29",257.295224796374
"3",25,"2","29",206.860575621404
