"Condition","trial","time","person","RT"
"2",1,"1","13",266.12467365352
"2",2,"1","13",227.332778409916
"2",3,"1","13",299.620600112782
"2",4,"1","13",209.547638722858
"2",5,"1","13",245.449745484183
"2",6,"1","13",222.437612641931
"2",7,"1","13",175.632939832541
"2",8,"1","13",189.15101558253
"2",9,"1","13",178.582926807746
"2",10,"1","13",191.456933214593
"2",11,"1","13",262.913079903959
"2",12,"1","13",214.450750419067
"2",13,"1","13",218.796418330303
"2",14,"1","13",234.950645971728
"2",15,"1","13",205.493874202608
"2",16,"1","13",160.524477528974
"2",17,"1","13",254.656780611946
"2",18,"1","13",245.413800127691
"2",19,"1","13",300.088627107645
"2",20,"1","13",201.404113381148
"2",21,"1","13",238.84576439337
"2",22,"1","13",158.60506184801
"2",23,"1","13",202.493526224654
"2",24,"1","13",222.024704614893
"2",25,"1","13",180.751133371337
"2",1,"2","13",261.061848657194
"2",2,"2","13",238.006986918265
"2",3,"2","13",253.697308014667
"2",4,"2","13",218.847286354305
"2",5,"2","13",218.704019202021
"2",6,"2","13",273.65125443858
"2",7,"2","13",239.516666897174
"2",8,"2","13",158.394531232957
"2",9,"2","13",104.025984688251
"2",10,"2","13",183.708656457015
"2",11,"2","13",85.7028501799975
"2",12,"2","13",113.559225547337
"2",13,"2","13",209.27327191993
"2",14,"2","13",191.611447679206
"2",15,"2","13",217.068948409661
"2",16,"2","13",155.285472444146
"2",17,"2","13",121.624482791011
"2",18,"2","13",192.227479160823
"2",19,"2","13",158.551307428506
"2",20,"2","13",283.844024655349
"2",21,"2","13",283.472656135777
"2",22,"2","13",256.431124563305
"2",23,"2","13",433.591386295921
"2",24,"2","13",186.801409094455
"2",25,"2","13",87.956110561686
