"Condition","trial","time","person","RT"
"1",1,"1","7",310.738977341622
"1",2,"1","7",236.558148662972
"1",3,"1","7",291.153268493076
"1",4,"1","7",294.356144256726
"1",5,"1","7",230.909869203209
"1",6,"1","7",285.950846244906
"1",7,"1","7",167.556610706088
"1",8,"1","7",225.692551618915
"1",9,"1","7",249.229238455415
"1",10,"1","7",228.966881646004
"1",11,"1","7",207.568874262267
"1",12,"1","7",255.473203838453
"1",13,"1","7",277.612298115099
"1",14,"1","7",213.293531727966
"1",15,"1","7",300.495509830343
"1",16,"1","7",204.056346493768
"1",17,"1","7",243.394433593835
"1",18,"1","7",233.528122444004
"1",19,"1","7",234.093182899585
"1",20,"1","7",300.019532928442
"1",21,"1","7",210.049952881659
"1",22,"1","7",227.54311322001
"1",23,"1","7",196.474810260162
"1",24,"1","7",339.060506857341
"1",25,"1","7",181.860299945369
"1",1,"2","7",250.35893024764
"1",2,"2","7",132.262077500546
"1",3,"2","7",254.685810744
"1",4,"2","7",216.220620005812
"1",5,"2","7",273.068143749011
"1",6,"2","7",184.62550519573
"1",7,"2","7",266.777591302618
"1",8,"2","7",286.001968932536
"1",9,"2","7",356.50845575846
"1",10,"2","7",234.356532440425
"1",11,"2","7",318.296605185176
"1",12,"2","7",118.671600458553
"1",13,"2","7",306.86777478939
"1",14,"2","7",197.435373235075
"1",15,"2","7",190.997251416907
"1",16,"2","7",242.119505969015
"1",17,"2","7",204.393954862271
"1",18,"2","7",248.512559831179
"1",19,"2","7",255.965599313074
"1",20,"2","7",304.031425976041
"1",21,"2","7",222.320718947032
"1",22,"2","7",295.601220964774
"1",23,"2","7",299.083006714915
"1",24,"2","7",240.057319148917
"1",25,"2","7",302.077532649897
