"Condition","trial","time","person","RT"
"4",1,"1","42",248.114820389977
"4",2,"1","42",267.356719526519
"4",3,"1","42",127.490529881887
"4",4,"1","42",264.39481244298
"4",5,"1","42",303.658279171236
"4",6,"1","42",255.161827238776
"4",7,"1","42",205.260503181238
"4",8,"1","42",149.078489203504
"4",9,"1","42",282.146973877112
"4",10,"1","42",198.961360495845
"4",11,"1","42",159.965243100046
"4",12,"1","42",281.422354760093
"4",13,"1","42",197.068729830122
"4",14,"1","42",264.24078773546
"4",15,"1","42",184.690433072584
"4",16,"1","42",188.928823564341
"4",17,"1","42",206.476837514781
"4",18,"1","42",236.594177798399
"4",19,"1","42",275.536897514254
"4",20,"1","42",188.754513381894
"4",21,"1","42",200.589147469765
"4",22,"1","42",346.792696467407
"4",23,"1","42",227.432054973751
"4",24,"1","42",153.517635113421
"4",25,"1","42",141.76376942082
"4",1,"2","42",349.229817671514
"4",2,"2","42",360.289776224666
"4",3,"2","42",238.560500870713
"4",4,"2","42",285.031058587845
"4",5,"2","42",326.874737348078
"4",6,"2","42",338.627407093602
"4",7,"2","42",277.226915554906
"4",8,"2","42",276.690388229824
"4",9,"2","42",180.57393262626
"4",10,"2","42",336.348803883291
"4",11,"2","42",244.779661307452
"4",12,"2","42",237.455733403499
"4",13,"2","42",220.38526455084
"4",14,"2","42",252.659584340503
"4",15,"2","42",74.5802950683913
"4",16,"2","42",246.813270910524
"4",17,"2","42",202.774853242073
"4",18,"2","42",212.94060423233
"4",19,"2","42",175.77723845259
"4",20,"2","42",233.585047005097
"4",21,"2","42",121.984849538664
"4",22,"2","42",307.941252217956
"4",23,"2","42",258.084093952368
"4",24,"2","42",280.834744360197
"4",25,"2","42",225.803733402914
