"Condition","trial","time","person","RT"
"3",1,"1","26",253.793183840868
"3",2,"1","26",290.587757440026
"3",3,"1","26",233.4348256087
"3",4,"1","26",283.066644524865
"3",5,"1","26",265.72521792114
"3",6,"1","26",252.746078441496
"3",7,"1","26",233.755348196773
"3",8,"1","26",222.035119259231
"3",9,"1","26",344.101845773963
"3",10,"1","26",217.689017337929
"3",11,"1","26",210.524982443079
"3",12,"1","26",225.10742101136
"3",13,"1","26",321.377551754456
"3",14,"1","26",251.614892660818
"3",15,"1","26",375.545406411261
"3",16,"1","26",273.459042795981
"3",17,"1","26",244.485728548208
"3",18,"1","26",307.916634398007
"3",19,"1","26",228.830089985723
"3",20,"1","26",289.982119963851
"3",21,"1","26",226.43107589467
"3",22,"1","26",298.167741215762
"3",23,"1","26",249.889295387823
"3",24,"1","26",270.692752960762
"3",25,"1","26",212.390170332144
"3",1,"2","26",530.295913469914
"3",2,"2","26",186.192006348934
"3",3,"2","26",281.294126208341
"3",4,"2","26",219.385173956445
"3",5,"2","26",457.693509725611
"3",6,"2","26",251.20881487247
"3",7,"2","26",466.698580622057
"3",8,"2","26",293.873584952185
"3",9,"2","26",350.723541992593
"3",10,"2","26",224.500473270025
"3",11,"2","26",242.467783145313
"3",12,"2","26",184.482351285425
"3",13,"2","26",212.08397102643
"3",14,"2","26",342.566698647852
"3",15,"2","26",284.978177000653
"3",16,"2","26",258.879801970071
"3",17,"2","26",291.184139623308
"3",18,"2","26",281.561805746454
"3",19,"2","26",288.206288335477
"3",20,"2","26",382.575318003688
"3",21,"2","26",376.408926195302
"3",22,"2","26",420.518917346926
"3",23,"2","26",358.850049930643
"3",24,"2","26",197.369159659649
"3",25,"2","26",426.636863379865
