"Condition","trial","time","person","RT"
"3",1,"1","25",271.016811966855
"3",2,"1","25",280.561401738339
"3",3,"1","25",239.524024917382
"3",4,"1","25",317.851365218683
"3",5,"1","25",225.5385563839
"3",6,"1","25",268.102442908055
"3",7,"1","25",319.242299873424
"3",8,"1","25",254.485115892085
"3",9,"1","25",228.397324646609
"3",10,"1","25",282.509944252338
"3",11,"1","25",241.087796306372
"3",12,"1","25",225.654356132506
"3",13,"1","25",225.274113794695
"3",14,"1","25",254.957133924886
"3",15,"1","25",226.023591576016
"3",16,"1","25",325.29932262
"3",17,"1","25",167.84608644371
"3",18,"1","25",293.041887870691
"3",19,"1","25",369.327380452281
"3",20,"1","25",248.406571685064
"3",21,"1","25",191.405513410231
"3",22,"1","25",237.142154969763
"3",23,"1","25",230.255418933125
"3",24,"1","25",280.577082217063
"3",25,"1","25",202.210844297067
"3",1,"2","25",255.719571997829
"3",2,"2","25",266.932076638347
"3",3,"2","25",206.261815052064
"3",4,"2","25",265.729993339126
"3",5,"2","25",244.499778314743
"3",6,"2","25",209.157761209042
"3",7,"2","25",415.897957837379
"3",8,"2","25",319.248999962762
"3",9,"2","25",234.654922132804
"3",10,"2","25",321.107108368883
"3",11,"2","25",310.364744053449
"3",12,"2","25",314.150825372597
"3",13,"2","25",320.61986256669
"3",14,"2","25",99.9747511917445
"3",15,"2","25",309.517900207189
"3",16,"2","25",351.0404517838
"3",17,"2","25",332.948975289792
"3",18,"2","25",346.427558182022
"3",19,"2","25",237.143091534889
"3",20,"2","25",314.586567081609
"3",21,"2","25",454.00968459441
"3",22,"2","25",290.420354936165
"3",23,"2","25",108.077902381028
"3",24,"2","25",361.219005302975
"3",25,"2","25",438.106585831549
