"Condition","trial","time","person","RT"
"3",1,"1","30",267.997521547845
"3",2,"1","30",219.084884359246
"3",3,"1","30",275.949806778196
"3",4,"1","30",248.386458890739
"3",5,"1","30",226.298885806769
"3",6,"1","30",257.021664277849
"3",7,"1","30",181.137828180321
"3",8,"1","30",275.527773268009
"3",9,"1","30",233.873352386566
"3",10,"1","30",257.537234193187
"3",11,"1","30",212.432716216959
"3",12,"1","30",260.442066133033
"3",13,"1","30",251.534295336404
"3",14,"1","30",292.488358042776
"3",15,"1","30",335.416523628738
"3",16,"1","30",199.570127191277
"3",17,"1","30",254.545709118567
"3",18,"1","30",232.054419945958
"3",19,"1","30",284.143744421016
"3",20,"1","30",239.532332290707
"3",21,"1","30",281.154209991473
"3",22,"1","30",213.98385330256
"3",23,"1","30",235.700306615532
"3",24,"1","30",194.615480897885
"3",25,"1","30",276.978323958135
"3",1,"2","30",445.757471679206
"3",2,"2","30",212.384708958577
"3",3,"2","30",263.998682043848
"3",4,"2","30",302.88813877192
"3",5,"2","30",321.458568907359
"3",6,"2","30",239.898736675724
"3",7,"2","30",267.865711947093
"3",8,"2","30",346.516888177525
"3",9,"2","30",153.058393880854
"3",10,"2","30",271.399754472666
"3",11,"2","30",326.67724390509
"3",12,"2","30",254.551369082993
"3",13,"2","30",206.888883401758
"3",14,"2","30",310.681987914106
"3",15,"2","30",206.212757989983
"3",16,"2","30",370.804047830798
"3",17,"2","30",305.706569559069
"3",18,"2","30",270.798280175618
"3",19,"2","30",244.640433771165
"3",20,"2","30",304.972000617913
"3",21,"2","30",317.66646407123
"3",22,"2","30",268.265311230429
"3",23,"2","30",319.448255725359
"3",24,"2","30",228.503758541787
"3",25,"2","30",336.849143657025
