"Condition","trial","time","person","RT"
"3",1,"1","34",266.661773398015
"3",2,"1","34",212.868843555056
"3",3,"1","34",264.945368379056
"3",4,"1","34",251.24480934922
"3",5,"1","34",278.477663943684
"3",6,"1","34",192.774178500755
"3",7,"1","34",272.133938630177
"3",8,"1","34",232.355025464737
"3",9,"1","34",239.015912176679
"3",10,"1","34",280.551481600424
"3",11,"1","34",201.398625677994
"3",12,"1","34",304.839518773254
"3",13,"1","34",313.664591392744
"3",14,"1","34",322.519494466971
"3",15,"1","34",263.140237033483
"3",16,"1","34",268.884599263599
"3",17,"1","34",190.124606585467
"3",18,"1","34",228.616580858862
"3",19,"1","34",186.904274420721
"3",20,"1","34",239.731571055725
"3",21,"1","34",260.314802299943
"3",22,"1","34",271.802900796165
"3",23,"1","34",200.609401201314
"3",24,"1","34",298.476932964373
"3",25,"1","34",347.528262552044
"3",1,"2","34",270.987834110816
"3",2,"2","34",313.979737651096
"3",3,"2","34",299.754705708545
"3",4,"2","34",358.309577135129
"3",5,"2","34",392.696898214169
"3",6,"2","34",365.830756164409
"3",7,"2","34",363.635490515402
"3",8,"2","34",272.189080459944
"3",9,"2","34",236.186436334054
"3",10,"2","34",315.282571244708
"3",11,"2","34",307.233475854723
"3",12,"2","34",230.009112819847
"3",13,"2","34",416.147127605042
"3",14,"2","34",248.085306355047
"3",15,"2","34",302.304997508748
"3",16,"2","34",354.17630921427
"3",17,"2","34",313.156611352987
"3",18,"2","34",155.000705120743
"3",19,"2","34",268.096681789072
"3",20,"2","34",215.011622503396
"3",21,"2","34",306.554053019545
"3",22,"2","34",311.19604271791
"3",23,"2","34",332.745856208558
"3",24,"2","34",238.910150950701
"3",25,"2","34",262.535478705967
