"Condition","trial","time","person","RT"
"1",1,"1","10",297.342084181048
"1",2,"1","10",299.005641250954
"1",3,"1","10",166.491044851802
"1",4,"1","10",218.418465995139
"1",5,"1","10",239.770525948513
"1",6,"1","10",314.359121932992
"1",7,"1","10",183.152894028114
"1",8,"1","10",265.826915162854
"1",9,"1","10",281.696109224924
"1",10,"1","10",202.560668094179
"1",11,"1","10",184.118329890551
"1",12,"1","10",229.7877184773
"1",13,"1","10",226.873218598244
"1",14,"1","10",213.619099161417
"1",15,"1","10",254.149503818685
"1",16,"1","10",327.126814603867
"1",17,"1","10",183.344206169715
"1",18,"1","10",250.907875656349
"1",19,"1","10",278.850320892178
"1",20,"1","10",313.024983952362
"1",21,"1","10",267.175609136116
"1",22,"1","10",314.338803957448
"1",23,"1","10",247.6308691831
"1",24,"1","10",376.336792453548
"1",25,"1","10",225.684782564806
"1",1,"2","10",216.35892152177
"1",2,"2","10",280.681387431862
"1",3,"2","10",230.324818441149
"1",4,"2","10",222.634296890043
"1",5,"2","10",263.787620259974
"1",6,"2","10",197.59210665023
"1",7,"2","10",288.890741759873
"1",8,"2","10",433.786283145737
"1",9,"2","10",283.915710876599
"1",10,"2","10",275.910046564249
"1",11,"2","10",291.890702062983
"1",12,"2","10",280.387124998349
"1",13,"2","10",297.518618822891
"1",14,"2","10",359.305221577208
"1",15,"2","10",173.497155975284
"1",16,"2","10",226.964246724387
"1",17,"2","10",317.640110041958
"1",18,"2","10",198.518661639889
"1",19,"2","10",199.038424558879
"1",20,"2","10",261.029927003449
"1",21,"2","10",286.725411493457
"1",22,"2","10",371.362664054393
"1",23,"2","10",181.909890240822
"1",24,"2","10",261.776515233423
"1",25,"2","10",362.904185292133
