"Condition","trial","time","person","RT"
"4",1,"1","37",202.077103725549
"4",2,"1","37",218.683499884815
"4",3,"1","37",241.470913090978
"4",4,"1","37",159.512461790069
"4",5,"1","37",196.50046151858
"4",6,"1","37",200.50958416117
"4",7,"1","37",202.141138375552
"4",8,"1","37",300.266078565297
"4",9,"1","37",241.450753151045
"4",10,"1","37",210.750644107729
"4",11,"1","37",261.966529509946
"4",12,"1","37",164.755074228899
"4",13,"1","37",209.592002630957
"4",14,"1","37",297.015507963133
"4",15,"1","37",188.668669520516
"4",16,"1","37",123.762235191465
"4",17,"1","37",185.153475493935
"4",18,"1","37",161.756876633453
"4",19,"1","37",186.470159490612
"4",20,"1","37",213.627497711206
"4",21,"1","37",231.451955611676
"4",22,"1","37",164.545306028725
"4",23,"1","37",179.570090798212
"4",24,"1","37",226.550928809877
"4",25,"1","37",132.226059699946
"4",1,"2","37",360.962389108229
"4",2,"2","37",254.771565214994
"4",3,"2","37",289.698932106951
"4",4,"2","37",329.472432265069
"4",5,"2","37",362.243311275579
"4",6,"2","37",234.860966950434
"4",7,"2","37",237.408181186679
"4",8,"2","37",228.432915179957
"4",9,"2","37",175.53747960847
"4",10,"2","37",170.364220715163
"4",11,"2","37",258.733009316761
"4",12,"2","37",322.667933405268
"4",13,"2","37",227.101768573078
"4",14,"2","37",190.293502932504
"4",15,"2","37",231.316904738078
"4",16,"2","37",276.620482916062
"4",17,"2","37",272.325856079932
"4",18,"2","37",317.90996824182
"4",19,"2","37",134.855313551013
"4",20,"2","37",324.733324093374
"4",21,"2","37",197.639145697124
"4",22,"2","37",197.317068080416
"4",23,"2","37",127.588742496398
"4",24,"2","37",171.919168802109
"4",25,"2","37",47.5538754559249
