"Condition","trial","time","person","RT"
"1",1,"1","11",217.238318061348
"1",2,"1","11",345.518883388574
"1",3,"1","11",233.644940393827
"1",4,"1","11",210.098583587179
"1",5,"1","11",207.02635472074
"1",6,"1","11",310.832707886023
"1",7,"1","11",306.849761009479
"1",8,"1","11",289.150709622639
"1",9,"1","11",179.697584435218
"1",10,"1","11",257.970736217827
"1",11,"1","11",210.341225227504
"1",12,"1","11",215.234779535865
"1",13,"1","11",213.562834245251
"1",14,"1","11",198.122938486115
"1",15,"1","11",275.764739883439
"1",16,"1","11",211.286923939052
"1",17,"1","11",219.093596949474
"1",18,"1","11",174.383560187063
"1",19,"1","11",344.320082310582
"1",20,"1","11",313.021786030562
"1",21,"1","11",230.631444215038
"1",22,"1","11",260.014863197241
"1",23,"1","11",236.192042105568
"1",24,"1","11",229.614544127868
"1",25,"1","11",335.433302537323
"1",1,"2","11",227.023594329718
"1",2,"2","11",258.227854529083
"1",3,"2","11",182.730118982031
"1",4,"2","11",202.476827771733
"1",5,"2","11",265.014220578276
"1",6,"2","11",123.596637347862
"1",7,"2","11",233.555305391691
"1",8,"2","11",298.158901626048
"1",9,"2","11",186.304858204371
"1",10,"2","11",207.932731763152
"1",11,"2","11",260.907979722835
"1",12,"2","11",353.529801258925
"1",13,"2","11",230.158338053123
"1",14,"2","11",163.12448195066
"1",15,"2","11",318.700893043249
"1",16,"2","11",231.387534124915
"1",17,"2","11",360.224944248847
"1",18,"2","11",250.241359835263
"1",19,"2","11",170.198922300822
"1",20,"2","11",201.101908185918
"1",21,"2","11",238.050362546958
"1",22,"2","11",292.701014069945
"1",23,"2","11",279.05673218863
"1",24,"2","11",271.675322204673
"1",25,"2","11",273.780709643035
