"Condition","trial","time","person","RT"
"2",1,"1","15",278.408965717256
"2",2,"1","15",280.343973900682
"2",3,"1","15",279.823323186869
"2",4,"1","15",223.014749588651
"2",5,"1","15",278.385773619728
"2",6,"1","15",232.053237255605
"2",7,"1","15",229.780003033854
"2",8,"1","15",260.40536102858
"2",9,"1","15",187.839719277744
"2",10,"1","15",197.080505614892
"2",11,"1","15",254.241321275286
"2",12,"1","15",172.1452822691
"2",13,"1","15",181.435458510604
"2",14,"1","15",243.83077726567
"2",15,"1","15",207.603074974181
"2",16,"1","15",234.92106921533
"2",17,"1","15",153.875172969665
"2",18,"1","15",234.554498972215
"2",19,"1","15",178.511845134533
"2",20,"1","15",166.32114816212
"2",21,"1","15",191.299221185008
"2",22,"1","15",240.691137545945
"2",23,"1","15",223.850996427996
"2",24,"1","15",200.803276852781
"2",25,"1","15",269.346630998061
"2",1,"2","15",118.605436886432
"2",2,"2","15",232.797088556249
"2",3,"2","15",129.116645491307
"2",4,"2","15",225.615991057538
"2",5,"2","15",119.784372495771
"2",6,"2","15",166.41665415584
"2",7,"2","15",346.622156154464
"2",8,"2","15",216.630732834548
"2",9,"2","15",284.319979813689
"2",10,"2","15",180.056031556285
"2",11,"2","15",260.065575868643
"2",12,"2","15",159.439419582221
"2",13,"2","15",266.071401192935
"2",14,"2","15",184.377537669091
"2",15,"2","15",249.749818325856
"2",16,"2","15",139.628011466292
"2",17,"2","15",212.171732169019
"2",18,"2","15",258.859515349605
"2",19,"2","15",85.0718401441193
"2",20,"2","15",125.311175674285
"2",21,"2","15",230.882400328737
"2",22,"2","15",298.738245158097
"2",23,"2","15",154.966555612414
"2",24,"2","15",281.592898730196
"2",25,"2","15",122.068708640405
