"Condition","trial","time","person","RT"
"2",1,"1","21",345.093494096644
"2",2,"1","21",227.782168750639
"2",3,"1","21",339.640172972347
"2",4,"1","21",270.693984243521
"2",5,"1","21",254.542029412541
"2",6,"1","21",205.829479594019
"2",7,"1","21",210.182571470954
"2",8,"1","21",242.579521588784
"2",9,"1","21",178.817709561862
"2",10,"1","21",233.262890167353
"2",11,"1","21",336.861362935977
"2",12,"1","21",182.746263218998
"2",13,"1","21",194.026341275476
"2",14,"1","21",172.350567826687
"2",15,"1","21",230.620647811297
"2",16,"1","21",230.288977931204
"2",17,"1","21",192.511154686349
"2",18,"1","21",172.542165993916
"2",19,"1","21",182.788297512054
"2",20,"1","21",257.791742369147
"2",21,"1","21",294.885336970187
"2",22,"1","21",173.022683834895
"2",23,"1","21",165.226894580194
"2",24,"1","21",236.572342487348
"2",25,"1","21",220.862066591615
"2",1,"2","21",179.54076120545
"2",2,"2","21",203.9744229172
"2",3,"2","21",173.910171125314
"2",4,"2","21",258.496235032272
"2",5,"2","21",292.213279185789
"2",6,"2","21",223.668391892526
"2",7,"2","21",308.261002353033
"2",8,"2","21",104.598395366253
"2",9,"2","21",192.492244472234
"2",10,"2","21",88.2792365490295
"2",11,"2","21",290.237510692924
"2",12,"2","21",123.274122086144
"2",13,"2","21",182.281776342515
"2",14,"2","21",246.006552058706
"2",15,"2","21",280.05819321872
"2",16,"2","21",223.89588239664
"2",17,"2","21",88.5533254013397
"2",18,"2","21",154.643016439766
"2",19,"2","21",147.814717956821
"2",20,"2","21",107.152662410749
"2",21,"2","21",198.955309453445
"2",22,"2","21",272.888513043884
"2",23,"2","21",188.172979576888
"2",24,"2","21",137.214594718271
"2",25,"2","21",182.32961044504
