"Condition","trial","time","person","RT"
"4",1,"1","39",263.908208774615
"4",2,"1","39",274.760028414148
"4",3,"1","39",205.78308024803
"4",4,"1","39",206.653606467423
"4",5,"1","39",295.459636431467
"4",6,"1","39",259.207981024874
"4",7,"1","39",190.257906745559
"4",8,"1","39",241.630671381743
"4",9,"1","39",255.340739623885
"4",10,"1","39",255.45783084005
"4",11,"1","39",197.475927047121
"4",12,"1","39",215.780403974734
"4",13,"1","39",253.712799947625
"4",14,"1","39",280.795407351769
"4",15,"1","39",302.304562342994
"4",16,"1","39",188.071680762188
"4",17,"1","39",152.061004346094
"4",18,"1","39",223.123521850774
"4",19,"1","39",207.19652891127
"4",20,"1","39",225.018049401719
"4",21,"1","39",132.723995132627
"4",22,"1","39",163.698261378154
"4",23,"1","39",215.773630525745
"4",24,"1","39",114.20743435666
"4",25,"1","39",248.047816843168
"4",1,"2","39",284.252368493476
"4",2,"2","39",214.745864956041
"4",3,"2","39",284.343551576515
"4",4,"2","39",218.816135419451
"4",5,"2","39",263.266475040523
"4",6,"2","39",343.404718392091
"4",7,"2","39",137.018586453765
"4",8,"2","39",133.915554392687
"4",9,"2","39",253.812844207677
"4",10,"2","39",144.510389224174
"4",11,"2","39",182.406123868515
"4",12,"2","39",218.870131910471
"4",13,"2","39",110.262187743469
"4",14,"2","39",208.640338481636
"4",15,"2","39",303.006304919169
"4",16,"2","39",111.032088107729
"4",17,"2","39",197.78264503167
"4",18,"2","39",108.996974788322
"4",19,"2","39",220.562957128923
"4",20,"2","39",255.599452763469
"4",21,"2","39",222.71450028568
"4",22,"2","39",252.282492823195
"4",23,"2","39",320.249883766956
"4",24,"2","39",263.512635922556
"4",25,"2","39",254.000618657682
