"Condition","trial","time","person","RT"
"2",1,"1","17",307.196770942498
"2",2,"1","17",270.055036374838
"2",3,"1","17",147.325986785585
"2",4,"1","17",187.213498448739
"2",5,"1","17",191.18211782175
"2",6,"1","17",173.825514163874
"2",7,"1","17",298.82093565128
"2",8,"1","17",216.434500866821
"2",9,"1","17",213.596293983659
"2",10,"1","17",203.132202156926
"2",11,"1","17",173.021331259556
"2",12,"1","17",175.626096954053
"2",13,"1","17",244.224930468325
"2",14,"1","17",207.340863880691
"2",15,"1","17",320.077232512081
"2",16,"1","17",299.309255175789
"2",17,"1","17",258.240871366017
"2",18,"1","17",147.915436440285
"2",19,"1","17",220.423065181025
"2",20,"1","17",237.803005162712
"2",21,"1","17",209.223186839895
"2",22,"1","17",280.957877870737
"2",23,"1","17",372.081569625077
"2",24,"1","17",197.488558470406
"2",25,"1","17",237.004498576614
"2",1,"2","17",207.949822194171
"2",2,"2","17",208.44215509026
"2",3,"2","17",185.886235043637
"2",4,"2","17",306.415662117579
"2",5,"2","17",147.074056834051
"2",6,"2","17",258.811897597032
"2",7,"2","17",53.7715221718504
"2",8,"2","17",194.574435789407
"2",9,"2","17",304.606078228323
"2",10,"2","17",247.142589616098
"2",11,"2","17",175.018028660283
"2",12,"2","17",173.019962753769
"2",13,"2","17",234.764567583691
"2",14,"2","17",248.338157903158
"2",15,"2","17",240.967042232093
"2",16,"2","17",129.749916734608
"2",17,"2","17",159.600629167955
"2",18,"2","17",169.714753454489
"2",19,"2","17",207.225840751097
"2",20,"2","17",151.952745357081
"2",21,"2","17",237.682612421587
"2",22,"2","17",219.3305427289
"2",23,"2","17",142.242519450332
"2",24,"2","17",64.7219093055133
"2",25,"2","17",90.3094108913561
