"Condition","trial","time","person","RT"
"2",1,"1","24",357.802458329969
"2",2,"1","24",206.498717394507
"2",3,"1","24",258.962800335398
"2",4,"1","24",302.529747903883
"2",5,"1","24",252.693199868859
"2",6,"1","24",142.800889170371
"2",7,"1","24",240.299569347464
"2",8,"1","24",220.760460787082
"2",9,"1","24",287.345472216769
"2",10,"1","24",319.743939991233
"2",11,"1","24",218.591229719815
"2",12,"1","24",226.722596078687
"2",13,"1","24",181.387027502451
"2",14,"1","24",205.929469016284
"2",15,"1","24",186.517739213855
"2",16,"1","24",175.56298720404
"2",17,"1","24",187.511960547183
"2",18,"1","24",147.987996912631
"2",19,"1","24",255.54648960798
"2",20,"1","24",286.318307043983
"2",21,"1","24",150.675846234793
"2",22,"1","24",233.047536191295
"2",23,"1","24",146.703563570004
"2",24,"1","24",204.167713008629
"2",25,"1","24",204.45483378373
"2",1,"2","24",219.361511171202
"2",2,"2","24",213.85687120892
"2",3,"2","24",182.822357712885
"2",4,"2","24",217.790145969424
"2",5,"2","24",172.157565766067
"2",6,"2","24",112.194897923223
"2",7,"2","24",221.955716175324
"2",8,"2","24",195.04887940396
"2",9,"2","24",131.651505726808
"2",10,"2","24",237.309066848558
"2",11,"2","24",127.318030538635
"2",12,"2","24",141.79377504227
"2",13,"2","24",222.353304392211
"2",14,"2","24",321.86069905416
"2",15,"2","24",234.929579159973
"2",16,"2","24",259.392267220134
"2",17,"2","24",375.375410526308
"2",18,"2","24",215.392734514615
"2",19,"2","24",135.680911919112
"2",20,"2","24",167.959365065727
"2",21,"2","24",92.2046512816961
"2",22,"2","24",236.295638001354
"2",23,"2","24",142.659740276484
"2",24,"2","24",83.8076271660566
"2",25,"2","24",149.035974769967
