"Condition","trial","time","person","RT"
"1",1,"1","4",233.101625502046
"1",2,"1","4",313.605784991566
"1",3,"1","4",266.941102667933
"1",4,"1","4",199.582361603366
"1",5,"1","4",277.100447361718
"1",6,"1","4",215.588652885937
"1",7,"1","4",244.989588186218
"1",8,"1","4",260.929774849777
"1",9,"1","4",229.680951648628
"1",10,"1","4",215.2804827023
"1",11,"1","4",243.739066783639
"1",12,"1","4",203.911476019547
"1",13,"1","4",188.018087956272
"1",14,"1","4",213.026287925857
"1",15,"1","4",257.083193660889
"1",16,"1","4",303.049758242383
"1",17,"1","4",186.661955854934
"1",18,"1","4",254.031064617332
"1",19,"1","4",293.201478114005
"1",20,"1","4",237.907071054273
"1",21,"1","4",198.53947257643
"1",22,"1","4",257.925901489647
"1",23,"1","4",306.953275405668
"1",24,"1","4",196.960414367429
"1",25,"1","4",217.077444077403
"1",1,"2","4",248.272715134654
"1",2,"2","4",246.237700716775
"1",3,"2","4",253.800371912257
"1",4,"2","4",259.578672043635
"1",5,"2","4",314.987458247554
"1",6,"2","4",280.089335994491
"1",7,"2","4",426.973380552367
"1",8,"2","4",435.277318693487
"1",9,"2","4",222.929027161036
"1",10,"2","4",54.0248737896462
"1",11,"2","4",280.638273568481
"1",12,"2","4",298.073016433465
"1",13,"2","4",326.926373509665
"1",14,"2","4",252.076541982912
"1",15,"2","4",322.189152117738
"1",16,"2","4",215.390239065961
"1",17,"2","4",252.044690751328
"1",18,"2","4",196.641446282082
"1",19,"2","4",298.037940160848
"1",20,"2","4",271.307778901263
"1",21,"2","4",256.426227624037
"1",22,"2","4",244.428853956418
"1",23,"2","4",281.944972375426
"1",24,"2","4",264.629644422954
"1",25,"2","4",223.997248140589
