"Condition","trial","time","person","RT"
"3",1,"1","28",214.561164180243
"3",2,"1","28",273.77230037799
"3",3,"1","28",262.171609846368
"3",4,"1","28",225.069236712782
"3",5,"1","28",378.40697463765
"3",6,"1","28",249.448362270225
"3",7,"1","28",224.616566871703
"3",8,"1","28",332.195974263018
"3",9,"1","28",294.857482332856
"3",10,"1","28",288.694479175525
"3",11,"1","28",196.219576739846
"3",12,"1","28",307.348743877303
"3",13,"1","28",250.386064244445
"3",14,"1","28",189.842391253944
"3",15,"1","28",266.804145406414
"3",16,"1","28",208.980984374757
"3",17,"1","28",207.091807538874
"3",18,"1","28",253.414122270399
"3",19,"1","28",246.81769030292
"3",20,"1","28",300.850121799009
"3",21,"1","28",326.588170252328
"3",22,"1","28",239.307793108221
"3",23,"1","28",226.613772900477
"3",24,"1","28",239.916356932834
"3",25,"1","28",205.772188150742
"3",1,"2","28",302.692802110867
"3",2,"2","28",304.16623809187
"3",3,"2","28",360.637984481794
"3",4,"2","28",381.641116336572
"3",5,"2","28",289.119580918567
"3",6,"2","28",383.867630054612
"3",7,"2","28",223.102556387361
"3",8,"2","28",274.133357347588
"3",9,"2","28",350.278109130558
"3",10,"2","28",263.654104947746
"3",11,"2","28",339.07648368794
"3",12,"2","28",287.327818436955
"3",13,"2","28",268.060265671847
"3",14,"2","28",336.391547569933
"3",15,"2","28",410.23111873656
"3",16,"2","28",320.456209890364
"3",17,"2","28",416.615940921737
"3",18,"2","28",383.577409699666
"3",19,"2","28",335.52450935443
"3",20,"2","28",439.509704277306
"3",21,"2","28",307.332747161357
"3",22,"2","28",288.599748562589
"3",23,"2","28",312.653576632017
"3",24,"2","28",252.30878230409
"3",25,"2","28",334.532593263611
