"Condition","trial","time","person","RT"
"1",1,"1","1",284.549120280828
"1",2,"1","1",309.316219809743
"1",3,"1","1",346.658837316501
"1",4,"1","1",291.11815523507
"1",5,"1","1",281.623973021888
"1",6,"1","1",292.095211146545
"1",7,"1","1",347.508268062996
"1",8,"1","1",187.231919263222
"1",9,"1","1",365.542492996453
"1",10,"1","1",249.525479711639
"1",11,"1","1",224.131978896655
"1",12,"1","1",226.720785601964
"1",13,"1","1",162.204013980242
"1",14,"1","1",260.790359006402
"1",15,"1","1",308.907829622758
"1",16,"1","1",190.778786914881
"1",17,"1","1",214.166717528862
"1",18,"1","1",253.794685299854
"1",19,"1","1",309.854724393453
"1",20,"1","1",187.837145002723
"1",21,"1","1",214.505757169806
"1",22,"1","1",176.960428319916
"1",23,"1","1",292.492459245337
"1",24,"1","1",304.959211500581
"1",25,"1","1",238.224534592432
"1",1,"2","1",367.954234097015
"1",2,"2","1",263.70505822682
"1",3,"2","1",220.400971292781
"1",4,"2","1",208.449692813161
"1",5,"2","1",292.894576942568
"1",6,"2","1",143.829757299379
"1",7,"2","1",281.902718266236
"1",8,"2","1",196.953439246073
"1",9,"2","1",366.576300764774
"1",10,"2","1",245.572941848144
"1",11,"2","1",179.113087238506
"1",12,"2","1",314.233859650023
"1",13,"2","1",316.81258541281
"1",14,"2","1",290.627510995146
"1",15,"2","1",218.626473054653
"1",16,"2","1",249.107123762662
"1",17,"2","1",206.366884045679
"1",18,"2","1",254.680371383883
"1",19,"2","1",316.391534195088
"1",20,"2","1",342.608757522599
"1",21,"2","1",271.212814899593
"1",22,"2","1",282.496487510144
"1",23,"2","1",261.189523607628
"1",24,"2","1",388.508060145048
"1",25,"2","1",161.094934718812
