"Condition","trial","time","person","RT"
"1",1,"1","2",235.018060224752
"1",2,"1","2",258.619445672936
"1",3,"1","2",263.062973113008
"1",4,"1","2",242.291136749002
"1",5,"1","2",332.494377756248
"1",6,"1","2",288.976080101959
"1",7,"1","2",393.381890255923
"1",8,"1","2",219.685513491648
"1",9,"1","2",257.76982135612
"1",10,"1","2",238.249131809672
"1",11,"1","2",288.335019783896
"1",12,"1","2",267.695734209633
"1",13,"1","2",282.265181116353
"1",14,"1","2",212.647675031965
"1",15,"1","2",341.092883339568
"1",16,"1","2",257.40177977312
"1",17,"1","2",326.543272961161
"1",18,"1","2",221.842051334503
"1",19,"1","2",319.315099698415
"1",20,"1","2",342.251036433882
"1",21,"1","2",262.999540124212
"1",22,"1","2",238.893673913203
"1",23,"1","2",305.933974274851
"1",24,"1","2",248.012300539277
"1",25,"1","2",333.196393707185
"1",1,"2","2",246.747776525859
"1",2,"2","2",240.801378997044
"1",3,"2","2",302.406316441882
"1",4,"2","2",281.225332430731
"1",5,"2","2",304.061267739276
"1",6,"2","2",301.185932792854
"1",7,"2","2",225.198264155631
"1",8,"2","2",296.601215402385
"1",9,"2","2",223.147177906322
"1",10,"2","2",199.011320941248
"1",11,"2","2",219.204196182428
"1",12,"2","2",258.330834690083
"1",13,"2","2",218.600663871678
"1",14,"2","2",314.731956530227
"1",15,"2","2",246.938079616314
"1",16,"2","2",183.395044902451
"1",17,"2","2",221.699416251938
"1",18,"2","2",244.662100199575
"1",19,"2","2",242.949268225481
"1",20,"2","2",255.720334140191
"1",21,"2","2",468.249285866708
"1",22,"2","2",286.963499592597
"1",23,"2","2",356.877203600881
"1",24,"2","2",319.626516930522
"1",25,"2","2",216.901977510399
