"Condition","trial","time","person","RT"
"2",1,"1","19",191.996760137635
"2",2,"1","19",178.515406327968
"2",3,"1","19",173.592522277616
"2",4,"1","19",270.149567171536
"2",5,"1","19",167.489267764077
"2",6,"1","19",200.261704477815
"2",7,"1","19",196.622988224179
"2",8,"1","19",241.580919216022
"2",9,"1","19",173.214863145349
"2",10,"1","19",290.780240800304
"2",11,"1","19",212.199498578303
"2",12,"1","19",163.453962300663
"2",13,"1","19",167.273832838431
"2",14,"1","19",311.621740708681
"2",15,"1","19",250.229966265606
"2",16,"1","19",219.868995483622
"2",17,"1","19",263.936660869754
"2",18,"1","19",340.211455310283
"2",19,"1","19",224.304521876566
"2",20,"1","19",222.538978779695
"2",21,"1","19",177.747563525284
"2",22,"1","19",228.187198478845
"2",23,"1","19",318.745096079641
"2",24,"1","19",172.573392232042
"2",25,"1","19",199.256474319204
"2",1,"2","19",158.466722281142
"2",2,"2","19",196.117416458355
"2",3,"2","19",158.985590269547
"2",4,"2","19",141.553857071325
"2",5,"2","19",237.478156577878
"2",6,"2","19",182.232852219157
"2",7,"2","19",149.91457100209
"2",8,"2","19",190.017388963622
"2",9,"2","19",118.757975682897
"2",10,"2","19",310.820808258716
"2",11,"2","19",214.583294237576
"2",12,"2","19",220.655684310714
"2",13,"2","19",171.166976881097
"2",14,"2","19",131.711048077699
"2",15,"2","19",268.801614548069
"2",16,"2","19",190.67811907898
"2",17,"2","19",183.332912104258
"2",18,"2","19",172.173928059542
"2",19,"2","19",106.599686736335
"2",20,"2","19",192.211037115412
"2",21,"2","19",282.580918434866
"2",22,"2","19",163.840803398902
"2",23,"2","19",87.6069272423842
"2",24,"2","19",165.99989623739
"2",25,"2","19",188.440066486715
