"Condition","trial","time","person","RT"
"1",1,"1","5",240.795083468961
"1",2,"1","5",345.05208048587
"1",3,"1","5",236.932137557478
"1",4,"1","5",303.406319079865
"1",5,"1","5",187.897076074243
"1",6,"1","5",253.393054437353
"1",7,"1","5",258.526938167344
"1",8,"1","5",229.173716726813
"1",9,"1","5",274.029142109428
"1",10,"1","5",311.830173847219
"1",11,"1","5",293.126934750396
"1",12,"1","5",206.112624810534
"1",13,"1","5",203.550968325087
"1",14,"1","5",269.67151980006
"1",15,"1","5",271.801772876828
"1",16,"1","5",205.045559477734
"1",17,"1","5",284.004069271161
"1",18,"1","5",212.404440774361
"1",19,"1","5",242.296865687918
"1",20,"1","5",219.825433678677
"1",21,"1","5",280.737260182039
"1",22,"1","5",219.478114761281
"1",23,"1","5",256.142813625419
"1",24,"1","5",237.203839006883
"1",25,"1","5",274.815055495302
"1",1,"2","5",287.388433925121
"1",2,"2","5",388.859728954902
"1",3,"2","5",313.408788042801
"1",4,"2","5",335.401999323732
"1",5,"2","5",317.469763890609
"1",6,"2","5",262.237495823054
"1",7,"2","5",163.856127299867
"1",8,"2","5",358.006025577143
"1",9,"2","5",172.556736242427
"1",10,"2","5",265.81419711114
"1",11,"2","5",173.922989715414
"1",12,"2","5",184.724102783779
"1",13,"2","5",175.68036350559
"1",14,"2","5",233.381168976151
"1",15,"2","5",219.953017897351
"1",16,"2","5",271.929780510144
"1",17,"2","5",227.243509150916
"1",18,"2","5",320.800658439682
"1",19,"2","5",287.341784758665
"1",20,"2","5",295.309247361691
"1",21,"2","5",399.513988772764
"1",22,"2","5",238.567699024868
"1",23,"2","5",211.929027872049
"1",24,"2","5",418.418152829534
"1",25,"2","5",214.089468504698
