"Condition","trial","time","person","RT"
"1",1,"1","8",195.853432007632
"1",2,"1","8",239.250391130913
"1",3,"1","8",345.445936131877
"1",4,"1","8",253.653492983286
"1",5,"1","8",269.825868198037
"1",6,"1","8",257.632506643459
"1",7,"1","8",275.05899625059
"1",8,"1","8",198.23243567429
"1",9,"1","8",364.473490343398
"1",10,"1","8",251.976295653358
"1",11,"1","8",274.62500529148
"1",12,"1","8",245.129357590444
"1",13,"1","8",249.170416538968
"1",14,"1","8",219.110707066242
"1",15,"1","8",203.616352880585
"1",16,"1","8",179.49278452474
"1",17,"1","8",199.749791992847
"1",18,"1","8",277.267175405118
"1",19,"1","8",232.559913422573
"1",20,"1","8",281.215180590198
"1",21,"1","8",258.510968240728
"1",22,"1","8",335.860828249033
"1",23,"1","8",224.300126953988
"1",24,"1","8",211.748222919916
"1",25,"1","8",203.714423317918
"1",1,"2","8",271.795973548921
"1",2,"2","8",157.889572478892
"1",3,"2","8",254.258820127642
"1",4,"2","8",215.096350120398
"1",5,"2","8",421.955824494969
"1",6,"2","8",290.778285530621
"1",7,"2","8",300.979917278774
"1",8,"2","8",242.058094188539
"1",9,"2","8",301.684090231411
"1",10,"2","8",308.624191926374
"1",11,"2","8",257.418213726053
"1",12,"2","8",300.021584820343
"1",13,"2","8",157.073730275906
"1",14,"2","8",91.6360117433235
"1",15,"2","8",143.33453170741
"1",16,"2","8",235.600544412538
"1",17,"2","8",157.664089233415
"1",18,"2","8",229.769865843154
"1",19,"2","8",378.630376913907
"1",20,"2","8",232.251128193445
"1",21,"2","8",138.828376689388
"1",22,"2","8",151.907830150612
"1",23,"2","8",361.709122117295
"1",24,"2","8",242.80135159773
"1",25,"2","8",243.503635145437
