"Condition","trial","time","person","RT"
"2",1,"1","14",346.105394015849
"2",2,"1","14",160.57013963244
"2",3,"1","14",173.94446927479
"2",4,"1","14",312.06787419573
"2",5,"1","14",188.755746686018
"2",6,"1","14",205.148604310729
"2",7,"1","14",225.086979047063
"2",8,"1","14",268.681243834141
"2",9,"1","14",243.791631292573
"2",10,"1","14",235.03541270866
"2",11,"1","14",225.317210748139
"2",12,"1","14",206.19909861376
"2",13,"1","14",111.000230078135
"2",14,"1","14",225.268703329226
"2",15,"1","14",180.30235304351
"2",16,"1","14",248.074766664251
"2",17,"1","14",254.699735896885
"2",18,"1","14",324.982042810275
"2",19,"1","14",170.317214226174
"2",20,"1","14",180.598613336107
"2",21,"1","14",168.183090424131
"2",22,"1","14",180.995380834204
"2",23,"1","14",155.444107397369
"2",24,"1","14",231.504735088879
"2",25,"1","14",207.592903058505
"2",1,"2","14",141.98090698221
"2",2,"2","14",242.44894653932
"2",3,"2","14",301.836374071398
"2",4,"2","14",212.162803091711
"2",5,"2","14",314.713006135041
"2",6,"2","14",183.20682379085
"2",7,"2","14",283.785104559513
"2",8,"2","14",308.226573253143
"2",9,"2","14",326.674167163761
"2",10,"2","14",212.398628802225
"2",11,"2","14",280.217690365734
"2",12,"2","14",294.093814932194
"2",13,"2","14",199.39514427286
"2",14,"2","14",276.694388855089
"2",15,"2","14",232.584768898727
"2",16,"2","14",189.775623703056
"2",17,"2","14",131.878881456859
"2",18,"2","14",207.321672899857
"2",19,"2","14",300.734984105347
"2",20,"2","14",117.300320871145
"2",21,"2","14",158.150096349938
"2",22,"2","14",215.17475718892
"2",23,"2","14",262.674939905433
"2",24,"2","14",167.711721710634
"2",25,"2","14",287.637537580595
