"Condition","trial","time","person","RT"
"4",1,"1","40",269.415264684996
"4",2,"1","40",182.283079772674
"4",3,"1","40",224.488706173799
"4",4,"1","40",173.705300632245
"4",5,"1","40",324.450371007285
"4",6,"1","40",239.002105425196
"4",7,"1","40",224.853644604724
"4",8,"1","40",181.450500120406
"4",9,"1","40",269.393355896294
"4",10,"1","40",232.854785087229
"4",11,"1","40",179.585978922147
"4",12,"1","40",146.531473315132
"4",13,"1","40",306.818448185045
"4",14,"1","40",206.296898321718
"4",15,"1","40",251.907127627123
"4",16,"1","40",180.829899162013
"4",17,"1","40",310.05470240318
"4",18,"1","40",150.200188630968
"4",19,"1","40",145.698993917546
"4",20,"1","40",212.624858848137
"4",21,"1","40",388.935316226944
"4",22,"1","40",152.016195137671
"4",23,"1","40",192.808795185686
"4",24,"1","40",203.58490708043
"4",25,"1","40",149.004865728782
"4",1,"2","40",333.70355555368
"4",2,"2","40",251.173897433244
"4",3,"2","40",172.32541926777
"4",4,"2","40",225.204456106651
"4",5,"2","40",224.248798315496
"4",6,"2","40",327.647960570494
"4",7,"2","40",111.990828091093
"4",8,"2","40",238.16410342765
"4",9,"2","40",315.165837413875
"4",10,"2","40",90.5740293805893
"4",11,"2","40",204.035697995132
"4",12,"2","40",216.828816270771
"4",13,"2","40",233.817394021483
"4",14,"2","40",312.017602442355
"4",15,"2","40",109.047989106877
"4",16,"2","40",160.592337822294
"4",17,"2","40",302.48547843065
"4",18,"2","40",174.941896898668
"4",19,"2","40",162.76514682522
"4",20,"2","40",106.101088503097
"4",21,"2","40",226.659441656662
"4",22,"2","40",252.232171949627
"4",23,"2","40",170.879254568319
"4",24,"2","40",139.540163414978
"4",25,"2","40",191.377196726579
