"Condition","trial","time","person","RT"
"2",1,"1","20",286.304427165928
"2",2,"1","20",323.818685711476
"2",3,"1","20",307.503340065726
"2",4,"1","20",179.613987168791
"2",5,"1","20",287.073424670404
"2",6,"1","20",169.513373974282
"2",7,"1","20",208.830746261356
"2",8,"1","20",277.703581015991
"2",9,"1","20",253.769570202731
"2",10,"1","20",214.039123263699
"2",11,"1","20",311.742169861905
"2",12,"1","20",259.053712859894
"2",13,"1","20",223.27531251724
"2",14,"1","20",233.047222946045
"2",15,"1","20",300.301737614988
"2",16,"1","20",172.474979394692
"2",17,"1","20",298.469452727099
"2",18,"1","20",206.798026130583
"2",19,"1","20",128.261615020805
"2",20,"1","20",180.712566603399
"2",21,"1","20",224.933906014663
"2",22,"1","20",220.634846529309
"2",23,"1","20",140.80348532241
"2",24,"1","20",311.698160727381
"2",25,"1","20",183.465548085064
"2",1,"2","20",285.292427178602
"2",2,"2","20",311.883117434972
"2",3,"2","20",206.736265478244
"2",4,"2","20",296.53891802106
"2",5,"2","20",242.175537736979
"2",6,"2","20",297.28088570957
"2",7,"2","20",309.522005795188
"2",8,"2","20",174.332299482974
"2",9,"2","20",177.273500894285
"2",10,"2","20",85.336284505699
"2",11,"2","20",160.88222888566
"2",12,"2","20",301.202536237974
"2",13,"2","20",95.4997161172451
"2",14,"2","20",174.438982859837
"2",15,"2","20",213.728027332982
"2",16,"2","20",56.188295267269
"2",17,"2","20",244.733356058979
"2",18,"2","20",116.446863387344
"2",19,"2","20",116.460037824581
"2",20,"2","20",162.762380930795
"2",21,"2","20",213.687014387373
"2",22,"2","20",292.403007104852
"2",23,"2","20",256.107069459493
"2",24,"2","20",383.770488969585
"2",25,"2","20",228.848204814457
