"Condition","trial","time","person","RT"
"2",1,"1","18",224.004978899924
"2",2,"1","18",224.472433945954
"2",3,"1","18",252.124610730654
"2",4,"1","18",269.202693384602
"2",5,"1","18",212.229263960999
"2",6,"1","18",198.070436357967
"2",7,"1","18",219.76151159933
"2",8,"1","18",244.907472469743
"2",9,"1","18",227.558325428902
"2",10,"1","18",263.702057309454
"2",11,"1","18",248.498449168218
"2",12,"1","18",249.587456682721
"2",13,"1","18",381.061372202975
"2",14,"1","18",178.279002287456
"2",15,"1","18",165.209226188256
"2",16,"1","18",283.871592680474
"2",17,"1","18",190.568357329271
"2",18,"1","18",180.766577728913
"2",19,"1","18",177.381547721296
"2",20,"1","18",205.123670778338
"2",21,"1","18",176.401207051503
"2",22,"1","18",255.41836410757
"2",23,"1","18",202.623246676516
"2",24,"1","18",263.952013547699
"2",25,"1","18",162.222774531095
"2",1,"2","18",162.225258696193
"2",2,"2","18",208.103447229401
"2",3,"2","18",140.147142206986
"2",4,"2","18",175.211497608752
"2",5,"2","18",150.997214451606
"2",6,"2","18",243.613919690339
"2",7,"2","18",141.432420632593
"2",8,"2","18",180.273116728908
"2",9,"2","18",263.484017297148
"2",10,"2","18",163.05123297055
"2",11,"2","18",170.092972361824
"2",12,"2","18",128.924519676592
"2",13,"2","18",253.478745052022
"2",14,"2","18",42.6341913362477
"2",15,"2","18",58.3063373890966
"2",16,"2","18",50.7197532159666
"2",17,"2","18",136.738730595319
"2",18,"2","18",275.939199062194
"2",19,"2","18",191.3890172558
"2",20,"2","18",265.784625181278
"2",21,"2","18",47.348604201129
"2",22,"2","18",244.376040790982
"2",23,"2","18",163.770994521359
"2",24,"2","18",128.569773393057
"2",25,"2","18",250.155135855749
