"Condition","trial","time","person","RT"
"3",1,"1","31",247.329073233259
"3",2,"1","31",339.024754030917
"3",3,"1","31",324.250155660837
"3",4,"1","31",202.462626191224
"3",5,"1","31",180.657882157432
"3",6,"1","31",183.200007004119
"3",7,"1","31",283.308032787159
"3",8,"1","31",294.33194110352
"3",9,"1","31",204.272016075083
"3",10,"1","31",308.604716366725
"3",11,"1","31",201.157057700658
"3",12,"1","31",216.823702611341
"3",13,"1","31",218.918674012724
"3",14,"1","31",252.065565764829
"3",15,"1","31",291.958235169967
"3",16,"1","31",249.384741201123
"3",17,"1","31",276.654155571983
"3",18,"1","31",215.375832672086
"3",19,"1","31",216.267614041703
"3",20,"1","31",272.397011456882
"3",21,"1","31",260.748978749675
"3",22,"1","31",350.669744155595
"3",23,"1","31",211.127888247755
"3",24,"1","31",305.389649012306
"3",25,"1","31",280.439887132323
"3",1,"2","31",310.459681078809
"3",2,"2","31",392.102924716642
"3",3,"2","31",331.834274784573
"3",4,"2","31",229.545488147861
"3",5,"2","31",402.417554212237
"3",6,"2","31",332.649944589521
"3",7,"2","31",414.867822406626
"3",8,"2","31",296.63087673238
"3",9,"2","31",337.041807752818
"3",10,"2","31",464.985936595261
"3",11,"2","31",337.454435785968
"3",12,"2","31",186.405382681729
"3",13,"2","31",289.8615811921
"3",14,"2","31",335.177502214628
"3",15,"2","31",247.423180128697
"3",16,"2","31",204.328008789417
"3",17,"2","31",334.476644754191
"3",18,"2","31",413.449934643171
"3",19,"2","31",283.93005968319
"3",20,"2","31",369.509227960396
"3",21,"2","31",337.556322519985
"3",22,"2","31",310.672535343181
"3",23,"2","31",378.220861524743
"3",24,"2","31",404.592456392308
"3",25,"2","31",299.333161194145
