"Condition","trial","time","person","RT"
"3",1,"1","27",321.516434342096
"3",2,"1","27",268.164630825233
"3",3,"1","27",263.12563962539
"3",4,"1","27",318.250786464494
"3",5,"1","27",203.492324178507
"3",6,"1","27",295.745748872021
"3",7,"1","27",303.251100603066
"3",8,"1","27",275.941896950475
"3",9,"1","27",274.898299368919
"3",10,"1","27",215.386310039344
"3",11,"1","27",262.205193040007
"3",12,"1","27",303.145451227015
"3",13,"1","27",181.983114547077
"3",14,"1","27",221.69589464952
"3",15,"1","27",267.059829306156
"3",16,"1","27",315.553504211209
"3",17,"1","27",205.043084705298
"3",18,"1","27",247.504464513493
"3",19,"1","27",291.187415390687
"3",20,"1","27",313.278922593581
"3",21,"1","27",200.038551916655
"3",22,"1","27",339.457425342441
"3",23,"1","27",338.04392668947
"3",24,"1","27",196.012929728789
"3",25,"1","27",254.508774225812
"3",1,"2","27",253.678038572281
"3",2,"2","27",336.095262131877
"3",3,"2","27",318.057381236122
"3",4,"2","27",343.841367931917
"3",5,"2","27",504.700478829024
"3",6,"2","27",344.496716760289
"3",7,"2","27",275.599467646539
"3",8,"2","27",307.704404433347
"3",9,"2","27",286.775485062633
"3",10,"2","27",289.97966290728
"3",11,"2","27",304.873230599994
"3",12,"2","27",352.727566625809
"3",13,"2","27",282.7719777971
"3",14,"2","27",170.286603178764
"3",15,"2","27",198.469109399352
"3",16,"2","27",310.163696696211
"3",17,"2","27",377.909312509932
"3",18,"2","27",193.29932179284
"3",19,"2","27",224.876577813212
"3",20,"2","27",279.901524482094
"3",21,"2","27",267.967870469244
"3",22,"2","27",270.490725153118
"3",23,"2","27",427.155087004654
"3",24,"2","27",281.204958114453
"3",25,"2","27",541.157928979618
