"Condition","trial","time","person","RT"
"3",1,"1","32",237.443810654937
"3",2,"1","32",266.830929819225
"3",3,"1","32",227.792631030619
"3",4,"1","32",176.727817273749
"3",5,"1","32",225.028609479954
"3",6,"1","32",307.302516893762
"3",7,"1","32",203.634704100226
"3",8,"1","32",212.101109848854
"3",9,"1","32",226.007740009998
"3",10,"1","32",282.164728694518
"3",11,"1","32",199.836973336354
"3",12,"1","32",227.994662452503
"3",13,"1","32",222.36623948266
"3",14,"1","32",342.744776176995
"3",15,"1","32",277.655978973215
"3",16,"1","32",224.923112967013
"3",17,"1","32",363.277465688888
"3",18,"1","32",241.520615044195
"3",19,"1","32",256.374031867387
"3",20,"1","32",312.125886350996
"3",21,"1","32",258.486739746049
"3",22,"1","32",179.286774774078
"3",23,"1","32",327.13831492938
"3",24,"1","32",198.014720676755
"3",25,"1","32",260.967073407135
"3",1,"2","32",376.082031314563
"3",2,"2","32",220.356764957656
"3",3,"2","32",334.591287189457
"3",4,"2","32",344.259606359315
"3",5,"2","32",281.403549967721
"3",6,"2","32",298.709769179973
"3",7,"2","32",278.384523041954
"3",8,"2","32",412.9878081469
"3",9,"2","32",386.519887160345
"3",10,"2","32",334.002576130311
"3",11,"2","32",381.76619646427
"3",12,"2","32",232.012537104036
"3",13,"2","32",295.862092117558
"3",14,"2","32",350.867739925241
"3",15,"2","32",184.320604957972
"3",16,"2","32",309.89629564633
"3",17,"2","32",340.540125464691
"3",18,"2","32",333.892880434854
"3",19,"2","32",262.308840514762
"3",20,"2","32",282.462333408265
"3",21,"2","32",374.23021447647
"3",22,"2","32",239.72517601322
"3",23,"2","32",250.190514873236
"3",24,"2","32",267.875617278888
"3",25,"2","32",349.06805246248
