"Condition","trial","time","person","RT"
"1",1,"1","3",358.930676479976
"1",2,"1","3",246.375802733011
"1",3,"1","3",183.879420397678
"1",4,"1","3",288.864367754079
"1",5,"1","3",190.7645776852
"1",6,"1","3",236.50738171178
"1",7,"1","3",265.656668255339
"1",8,"1","3",277.99899460314
"1",9,"1","3",286.840566398723
"1",10,"1","3",241.52846756805
"1",11,"1","3",233.322306192768
"1",12,"1","3",301.082040966193
"1",13,"1","3",243.31078398292
"1",14,"1","3",305.220639216446
"1",15,"1","3",240.965023705716
"1",16,"1","3",274.413605400874
"1",17,"1","3",349.939210562327
"1",18,"1","3",212.705987329322
"1",19,"1","3",282.958408448393
"1",20,"1","3",210.526305500971
"1",21,"1","3",189.763234262764
"1",22,"1","3",179.427692710473
"1",23,"1","3",216.097861887171
"1",24,"1","3",336.057161372885
"1",25,"1","3",206.263368454813
"1",1,"2","3",326.386697325379
"1",2,"2","3",371.544366584075
"1",3,"2","3",173.191383407112
"1",4,"2","3",243.758740874964
"1",5,"2","3",135.673865155629
"1",6,"2","3",234.129984433177
"1",7,"2","3",304.626674105849
"1",8,"2","3",129.456853993006
"1",9,"2","3",338.728512768395
"1",10,"2","3",162.28102840474
"1",11,"2","3",325.150208905201
"1",12,"2","3",191.174604181088
"1",13,"2","3",240.836128753873
"1",14,"2","3",258.264458663345
"1",15,"2","3",312.904330927648
"1",16,"2","3",290.58975964376
"1",17,"2","3",152.113919123045
"1",18,"2","3",359.224456957014
"1",19,"2","3",312.473534322273
"1",20,"2","3",335.663852676675
"1",21,"2","3",184.747750849521
"1",22,"2","3",96.8343498047365
"1",23,"2","3",308.992847859251
"1",24,"2","3",252.060974140703
"1",25,"2","3",370.338570188192
