"Condition","trial","time","person","RT"
"4",1,"1","45",236.385553119532
"4",2,"1","45",189.834196721988
"4",3,"1","45",205.324316145515
"4",4,"1","45",172.297239904641
"4",5,"1","45",145.499017602412
"4",6,"1","45",219.044606475682
"4",7,"1","45",229.830458399346
"4",8,"1","45",215.903234471679
"4",9,"1","45",312.815177225567
"4",10,"1","45",323.848358555748
"4",11,"1","45",197.321356994607
"4",12,"1","45",205.479537179322
"4",13,"1","45",256.406844821689
"4",14,"1","45",220.092755131792
"4",15,"1","45",246.328566787444
"4",16,"1","45",151.093434092947
"4",17,"1","45",263.937949915846
"4",18,"1","45",306.450411706277
"4",19,"1","45",196.729939079823
"4",20,"1","45",210.097190221016
"4",21,"1","45",152.478855738524
"4",22,"1","45",277.10511995807
"4",23,"1","45",187.396258291139
"4",24,"1","45",253.61411365928
"4",25,"1","45",194.155568516504
"4",1,"2","45",271.737134017464
"4",2,"2","45",261.476050747011
"4",3,"2","45",169.287750439921
"4",4,"2","45",248.535121021354
"4",5,"2","45",250.722231375823
"4",6,"2","45",174.923055508898
"4",7,"2","45",219.725463939594
"4",8,"2","45",190.901676623159
"4",9,"2","45",210.666810835102
"4",10,"2","45",197.508269100679
"4",11,"2","45",242.614214883666
"4",12,"2","45",130.716296161488
"4",13,"2","45",109.17041910422
"4",14,"2","45",157.070105555332
"4",15,"2","45",148.089996571332
"4",16,"2","45",117.842299470582
"4",17,"2","45",79.1260491764618
"4",18,"2","45",211.770761452961
"4",19,"2","45",233.628869288456
"4",20,"2","45",196.157891156168
"4",21,"2","45",260.046953986094
"4",22,"2","45",240.928393061015
"4",23,"2","45",109.811434594418
"4",24,"2","45",167.03153958578
"4",25,"2","45",108.705333314627
